OBJ_Critical= 0.37                                                                
fOBJ  LF0 r0  fINP  VP  PAR1  KP1 PAR2  PAR3  Qmax  Kba Kdes  rE  pEP fpEM  fD  gD  Vg  alpha KD  Yg  Ygsl  Q10 gamma beta  WPA2D tau wdorm VNup_MB KsNH4_MB  KsNO3_MB  Vnit  Vdenit  PAR4
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011317  0.01263724  0.46073065  0.8822041 0.70816341  0.01550531  0.01000204  0.00010007  0.38651153  0.00140441  1.7039241 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011263  0.01196621  0.39481145  0.88714504  0.71139944  0.01694094  0.0100026 0.00010007  0.39299931  0.0027593 1.70971209  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001111 0.01186901  0.32884322  0.8869672 0.7554836 0.01612158  0.01000065  0.00010007  0.38436564  0.00254426  1.70668049  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011296  0.01234309  0.35597721  0.8875036 0.64768212  0.01613092  0.01000301  0.00010007  0.39603158  0.00190632  1.70839661  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011278  0.01263724  0.37717892  0.8822041 0.74821044  0.01550531  0.01000216  0.00010007  0.37953516  0.00140441  1.71131422  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001117 0.0117035 0.38362376  0.88481995  0.72282858  0.01727296  0.01000389  0.00010007  0.39438033  0.00329403  1.70515961  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011271  0.01183585  0.52891804  0.8880058 0.63798221  0.0170606 0.01000275  0.00010007  0.37332825  0.00292438  1.71298669  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011278  0.01263724  0.37717892  0.8822041 0.74821044  0.01550531  0.01000216  0.00010007  0.37953516  0.00140441  1.71131422  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011044  0.01712946  1.02591558  0.88678335  0.2405154 0.01326846  0.01026269  0.00010006  0.30174522  0.00155195  1.70006329  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011249  0.01601576  0.65992666  0.88818057  0.23824878  0.01400916  0.01044875  0.00010006  0.31592215  0.00224418  1.70996994  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010323  0.01482884  1.08179954  0.89111665  0.17823912  0.01488955  0.01017935  0.00010006  0.34475674  0.00122458  1.70021459  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010999  0.01402409  0.5141768 0.88776329  0.21993837  0.01508664  0.01058784  0.00010006  0.34324505  0.00276465  1.7060323 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011208  0.01422409  0.47333369  0.89198934  0.2297257 0.01462934  0.01038845  0.00010006  0.33753531  0.00266369  1.71010207  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010342  0.00911153  0.24796062  0.8981625 0.12372963  0.02102191  0.01006347  0.00011986  0.43087767  0.00151444  1.73297726  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010342  0.00927271  0.24796062  0.89885835  0.12372963  0.02043469  0.01006347  0.00011781  0.43087767  0.0015601 1.73297726  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010225  0.00903301  0.30304859  0.8948994 0.14752715  0.02148958  0.01007488  0.00012224  0.42473012  0.0018537 1.73767127  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011307  0.00972955  1.11352189  0.87901401  0.51509728  0.01887248  0.01030357  0.00010006  0.42645348  0.00304792  1.70639139  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011368  0.01013962  1.34757361  0.88296707  0.52736925  0.01856808  0.01019394  0.00010006  0.42372463  0.00268031  1.71291738  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001116 0.01020273  1.17712575  0.88323187  0.57310715  0.01885122  0.01012209  0.00010006  0.42103524  0.00347646  1.71497057  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010682  0.00972955  0.91373498  0.87901401  0.45853446  0.01887248  0.01036098  0.00010006  0.43260984  0.00304792  1.70639139  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010878  0.00958562  0.72931919  0.87173651  0.53340977  0.01899996  0.01033375  0.00010006  0.42302869  0.0030485 1.70252753  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010917  0.00927152  0.81296346  0.88481959  0.50506977  0.01907233  0.01031109  0.00010006  0.43171666  0.00350276  1.71212117  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011307  0.00972955  1.11352189  0.87901401  0.51509728  0.01887248  0.01030357  0.00010006  0.42645348  0.00304792  1.70639139  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011086  0.00972955  0.98556657  0.87901401  0.56872615  0.01887248  0.01042412  0.00010006  0.42950959  0.00304792  1.71655925  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011582  0.00995536  1.42791468  0.89271857  0.51510016  0.01873423  0.01007165  0.00010006  0.41954658  0.00316896  1.71044701  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011307  0.00952455  1.11352189  0.87901401  0.44896815  0.01887248  0.01032358  0.00010006  0.42845847  0.00304792  1.70639139  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011146  0.01031502  1.16910802  0.87204824  0.47497659  0.01885417  0.01030105  0.00010006  0.42398699  0.00304699  1.71291602  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011368  0.01013962  1.34757361  0.88296707  0.52736925  0.01856808  0.01019394  0.00010006  0.42372463  0.00268031  1.71291738  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001116 0.01020273  1.17712575  0.88323187  0.57310715  0.01885122  0.01012209  0.00010006  0.42103524  0.00347646  1.71497057  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011452  0.00994485  1.03142217  0.888152  0.64155262  0.01870944  0.01002495  0.00010006  0.41917616  0.00345169  1.70767913  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011146  0.01631463  0.44391667  0.89545815  0.21286354  0.01441904  0.01049669  0.00010141  0.31838931  0.00234973  1.71000074  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011593  0.01711725  0.4059984 0.89589004  0.17939109  0.01478126  0.01003707  0.00010149  0.31025176  0.0020575 1.70913972  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011592  0.01592182  0.43325043  0.89676936  0.21412302  0.01439772  0.01047489  0.00010116  0.32248014  0.00242197  1.70682342  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011134  0.01554866  0.47467889  0.89387197  0.18180441  0.01503852  0.0107291 0.00010167  0.32158501  0.00351484  1.70662401  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011422  0.01672172  0.4233947 0.89525401  0.19969615  0.01459515  0.01028759  0.00010163  0.31635303  0.00272574  1.7083736 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011497  0.01661769  0.43657211  0.89515471  0.19802288  0.01452527  0.01030838  0.00010181  0.31636714  0.00277084  1.7079626 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011534  0.01658538  0.42991497  0.89524774  0.20336014  0.01449165  0.01035153  0.00010176  0.31729882  0.00281174  1.70815774  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011593  0.01711725  0.4059984 0.89589004  0.17939109  0.01478126  0.01003707  0.00010149  0.31025176  0.0020575 1.70913972  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011592  0.01592182  0.43325043  0.89676936  0.21412302  0.01439772  0.01047489  0.00010116  0.32248014  0.00242197  1.70682342  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011593  0.01711725  0.4059984 0.89589004  0.17939109  0.01478126  0.01003707  0.00010149  0.31025176  0.0020575 1.70913972  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011592  0.01592182  0.43325043  0.89676936  0.21412302  0.01439772  0.01047489  0.00010116  0.32248014  0.00242197  1.70682342  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011593  0.01711725  0.4059984 0.89589004  0.17939109  0.01478126  0.01003707  0.00010149  0.31025176  0.0020575 1.70913972  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011593  0.01711725  0.4059984 0.89589004  0.17939109  0.01478126  0.01003707  0.00010149  0.31025176  0.0020575 1.70913972  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011578  0.0120248 1.44940773  0.89256993  0.1227773 0.0162114 0.01060376  0.00010068  0.3647584 0.00365017  1.7112187 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011259  0.0120248 1.62508486  0.89256993  0.11328414  0.0162114 0.01052065  0.00010068  0.36851008  0.00365017  1.70186676  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011436  0.01210797  1.72288682  0.89442613  0.11813804  0.01611401  0.01045563  0.00010075  0.36292711  0.00314561  1.72011373  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011198  0.01201179  1.39880101  0.891791  0.12377818  0.0166915 0.01061288  0.00010092  0.36569841  0.00344903  1.73048097  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011484  0.01275076  1.96527809  0.89912559  0.1211747 0.0158249 0.01050219  0.00010088  0.35409034  0.00288737  1.72503392  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011419  0.01192399  1.42863227  0.89196077  0.12280419  0.01642379  0.01072294  0.00010077  0.36334579  0.00362021  1.71577154  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011685  0.0126093 1.96527809  0.89998405  0.11925982  0.01596256  0.01003503  0.00010048  0.35308237  0.00358195  1.70902889  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011272  0.01201179  1.48617935  0.891791  0.12612664  0.0166915 0.01104072  0.00010092  0.36961592  0.00344903  1.70307125  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011578  0.0120248 1.44940773  0.89256993  0.1227773 0.0162114 0.01060376  0.00010068  0.3647584 0.00365017  1.7112187 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001096 0.01169616  1.2378974 0.88934815  0.11928663  0.01735784  0.0105009 0.00010105  0.37429387  0.0039982 1.72520142  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011254  0.01166865  1.2372738 0.89342533  0.12127753  0.01756926  0.01073529  0.0001009 0.37902793  0.0041065 1.71285897  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011259  0.0120248 1.62508486  0.89256993  0.11328414  0.0162114 0.01052065  0.00010068  0.36851008  0.00365017  1.70186676  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011323  0.01177814  1.47284939  0.89112298  0.1225355 0.01630639  0.01062802  0.00010082  0.36451638  0.00340755  1.72517839  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011373  0.01209564  1.49475355  0.89533753  0.11963565  0.01675338  0.01064907  0.00010086  0.36803177  0.00358202  1.7140283 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011686  0.01252874  1.78703498  0.89741562  0.11384508  0.01610355  0.0102029 0.00010076  0.3570544 0.00304225  1.71379092  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001099 0.01231391  1.88639132  0.89717717  0.11317263  0.01569499  0.01044645  0.00010075  0.35087349  0.00289657  1.71483026  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011239  0.01195159  1.50536918  0.89308506  0.1185365 0.01648634  0.01052901  0.00010081  0.36735873  0.0033865 1.72376546  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011484  0.01275076  1.96527809  0.89912559  0.1211747 0.0158249 0.01050219  0.00010088  0.35409034  0.00288737  1.72503392  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011272  0.01201179  1.48617935  0.891791  0.12612664  0.0166915 0.01104072  0.00010092  0.36961592  0.00344903  1.70307125  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011578  0.0120248 1.44940773  0.89256993  0.1227773 0.0162114 0.01060376  0.00010068  0.3647584 0.00365017  1.7112187 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011239  0.01195159  1.50536918  0.89308506  0.1185365 0.01648634  0.01052901  0.00010081  0.36735873  0.0033865 1.72376546  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011578  0.0120248 1.44940773  0.89256993  0.1227773 0.0162114 0.01060376  0.00010068  0.3647584 0.00365017  1.7112187 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011507  0.01259615  1.95331089  0.89299064  0.18806955  0.01733794  0.01009019  0.00010006  0.37069862  0.00348104  1.72179785  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011269  0.01212128  1.96216825  0.89002776  0.16530708  0.01723428  0.01012799  0.00010006  0.36945058  0.00380994  1.72225857  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011717  0.0130853 1.87082897  0.8959851 0.13597281  0.01706066  0.01009337  0.00010006  0.36805056  0.00341288  1.71735318  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011437  0.0128334 1.958154  0.89007969  0.12997504  0.01678202  0.01008119  0.00010006  0.36938631  0.00350552  1.715303  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001178 0.0128334 1.958154  0.89319901  0.12997504  0.01702955  0.01008119  0.00010006  0.36938631  0.00369856  1.715303  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010766  0.01254253  1.77130356  0.88925862  0.16295413  0.01710111  0.01006941  0.00010006  0.37260789  0.00314271  1.72187473  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011269  0.01212128  1.96216825  0.89002776  0.16530708  0.01723428  0.01012799  0.00010006  0.36945058  0.00380994  1.72225857  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001112 0.01311214  1.88861869  0.8926056 0.14500031  0.01696122  0.01009163  0.00010006  0.37075308  0.00321344  1.71856925  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001178 0.0128334 1.958154  0.89319901  0.12997504  0.01702955  0.01008119  0.00010006  0.36938631  0.00369856  1.715303  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011387  0.0127204 1.90091137  0.88971758  0.16387808  0.01699387  0.01022428  0.00010006  0.37574303  0.00310349  1.72104101  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011387  0.0127204 1.90091137  0.88971758  0.16387808  0.01699387  0.01022428  0.00010006  0.37574303  0.00310349  1.72104101  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011387  0.0127204 1.90091137  0.88971758  0.16387808  0.01699387  0.01022428  0.00010006  0.37574303  0.00310349  1.72104101  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01101131  1.60635333  0.8937313 0.79727122  0.01889054  0.01001079  0.00011145  0.39560978  0.0029068 1.70431285  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010167  0.00717263  1.25930364  0.89265254  0.26459989  0.0201935 0.01018652  0.00010006  0.48212709  0.00204216  1.80614357  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010875  0.010528  1.24326343  0.87411196  0.11738545  0.01945919  0.01010977  0.00011926  0.38567811  0.00249973  1.70071905  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011022  0.01132311  1.05701712  0.86968847  0.11738545  0.01894588  0.01010977  0.00011398  0.38567811  0.00237832  1.70071905  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010875  0.010528  1.24326343  0.87411196  0.11738545  0.01945919  0.01010977  0.00011926  0.38567811  0.00249973  1.70071905  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010855  0.01028989  1.35589903  0.87943017  0.16500229  0.01944427  0.01018225  0.00011829  0.38680164  0.00270839  1.70315187  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010935  0.01050679  1.61215574  0.89853623  0.31888722  0.01959457  0.01017062  0.00011766  0.3862778 0.00317103  1.71056183  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010776  0.01129167  1.12254864  0.87243519  0.17159347  0.0186471 0.01014384  0.00011778  0.38529697  0.00199253  1.70247718  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011093  0.01050679  1.52770593  0.89853623  0.18435114  0.01959457  0.01041087  0.00011827  0.38752815  0.00289732  1.71250528  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010746  0.01050679  1.29318797  0.89853623  0.14939274  0.01940933  0.01017062  0.00012303  0.3862778 0.00251537  1.71056183  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010784  0.01076961  1.30940277  0.88507747  0.27962822  0.01941584  0.0104036 0.00011922  0.3859147 0.00233897  1.70825007  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010374  0.01013512  0.49492326  0.89882018  0.19149629  0.01904577  0.01003257  0.00010039  0.40231177  0.00429585  1.70552709  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010222  0.01004932  0.52650788  0.89910647  0.11858721  0.01936733  0.01001582  0.00010046  0.4020688 0.00444455  1.70453672  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010222  0.01013512  0.52650788  0.89882018  0.11858721  0.01904577  0.01001582  0.00010039  0.4020688 0.00429585  1.70453672  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.294 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010356  0.01012159  0.71513922  0.89933643  0.1371177 0.01933998  0.01001543  0.00010046  0.401023  0.00452467  1.70296899  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
