OBJ_Critical= 0.37                                                                
fOBJ  LF0 r0  fINP  VP  PAR1  KP1 PAR2  PAR3  Qmax  Kba Kdes  rE  pEP fpEM  fD  gD  Vg  alpha KD  Yg  Ygsl  Q10 gamma beta  WPA2D tau wdorm VNup_MB KsNH4_MB  KsNO3_MB  Vnit  Vdenit  PAR4
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.0091388 0.6112526 0.88910248  0.10744935  0.02220706  0.01034762  0.00010006  0.41190429  0.0100805 1.70372728  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010864  0.00948468  0.52715037  0.89267963  0.1036012 0.02186081  0.01027593  0.00010006  0.41341917  0.01005991  1.70007711  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010817  0.00882673  0.69572529  0.88978338  0.10792532  0.02306126  0.01023581  0.00010006  0.42536956  0.0100737 1.70026493  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010824  0.00893132  0.65097238  0.89388533  0.10511084  0.02245111  0.01029507  0.00010006  0.4198068 0.01006447  1.70302261  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010868  0.00893132  0.59521329  0.89388533  0.10309353  0.02245111  0.01022191  0.00010006  0.41789623  0.01006447  1.70302261  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010754  0.00905577  0.60835073  0.88996809  0.10546694  0.02256802  0.01032249  0.00010006  0.42113816  0.01007828  1.70264849  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010711  0.00894708  0.65935974  0.88753912  0.11036078  0.02225762  0.01036161  0.00010006  0.41305623  0.01008337  1.70134498  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010784  0.00961608  0.64525995  0.88359362  0.10787812  0.02223345  0.01027597  0.00010006  0.41186142  0.01009357  1.70423374  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010749  0.00920704  0.73995746  0.88721472  0.1088293 0.0224096 0.01032327  0.00010006  0.41652677  0.0100876 1.70384378  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010844  0.00882673  0.74832082  0.88978338  0.10578556  0.02306126  0.0102513 0.00010006  0.42445682  0.0100737 1.70536227  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010717  0.00871972  0.62685968  0.88903379  0.10435652  0.02337746  0.010328  0.00010006  0.42946042  0.01010107  1.70266569  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010749  0.00871972  0.73563673  0.88903379  0.10486125  0.02337746  0.0103238 0.00010006  0.43007764  0.01010107  1.70266569  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010727  0.00894315  0.6730465 0.88755851  0.10700647  0.02283604  0.01032883  0.00010006  0.42459587  0.01009348  1.70305476  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010825  0.00944419  0.69209015  0.88728562  0.10653223  0.02160493  0.01027941  0.00010006  0.40626334  0.01007302  1.70241623  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.000109  0.00964277  0.46676565  0.89787231  0.10124331  0.02224395  0.01023887  0.00010006  0.41586137  0.01006373  1.70173371  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010864  0.00939147  0.52715037  0.8944111 0.1036012 0.02218387  0.01027593  0.00010006  0.41341917  0.01007807  1.70007711  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010851  0.00912152  0.56879338  0.89578059  0.10348672  0.02237558  0.01023115  0.00010006  0.41469477  0.01005636  1.70380499  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010829  0.00922482  0.36684897  0.89697832  0.1036012 0.02207627  0.01027593  0.00010006  0.41341917  0.01004038  1.70007711  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010828  0.00921237  0.52343268  0.89479785  0.10449469  0.02217286  0.01028826  0.00010006  0.41348467  0.01005627  1.70159113  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010861  0.00922143  0.54856645  0.89516567  0.10376155  0.02233547  0.01024897  0.00010006  0.41627277  0.0100627 1.70189309  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010808  0.00980045  0.33078407  0.89695684  0.10390426  0.02136465  0.01036261  0.00010006  0.40414028  0.01004048  1.70288718  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001084 0.00939147  0.58852942  0.8944111 0.10409952  0.02218387  0.01028083  0.00010006  0.4154024 0.01007807  1.70003971  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010709  0.00888813  0.54210375  0.89119629  0.10532038  0.02282789  0.01038702  0.00010006  0.42136846  0.01007492  1.70195336  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010888  0.0095815 0.37374561  0.89957477  0.10552616  0.02111169  0.01027497  0.00010006  0.39886132  0.01001924  1.70000217  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010828  0.00948012  0.48776002  0.89765383  0.10807156  0.0223256 0.01022438  0.00010006  0.42026258  0.01004042  1.70464227  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010711  0.00960359  0.65935974  0.88815552  0.11036078  0.02218296  0.01036161  0.00010006  0.41305623  0.01007705  1.70134498  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010711  0.0091388 0.65935974  0.88910248  0.11036078  0.02220706  0.01036161  0.00010006  0.41305623  0.0100805 1.70134498  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.0091388 0.6112526 0.88910248  0.10744935  0.02220706  0.01034762  0.00010006  0.41190429  0.0100805 1.70372728  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010939  0.00922482  0.48255017  0.89697832  0.10246644  0.02220204  0.0102719 0.00010006  0.41870747  0.01005338  1.7036912 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010808  0.00927658  0.62056777  0.89030981  0.10588837  0.02199054  0.01029452  0.00010006  0.41096549  0.01006849  1.70216915  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010812  0.00929066  0.64807853  0.88994419  0.10677408  0.02225108  0.01027954  0.00010006  0.41694014  0.01008083  1.70149896  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010777  0.00911322  0.49930787  0.89417728  0.10474762  0.02245907  0.01033854  0.00010006  0.4162534 0.01006305  1.70198584  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010787  0.00923195  0.57684828  0.89295829  0.10690287  0.02220943  0.01031376  0.00010006  0.41290807  0.010068  1.70163448  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.0091388 0.6112526 0.88910248  0.10744935  0.02220706  0.01034762  0.00010006  0.41190429  0.0100805 1.70372728  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001074 0.0091388 0.6112526 0.88910248  0.10744935  0.02220706  0.01034762  0.00010006  0.41190429  0.0100805 1.70372728  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010261  0.00829605  0.31370446  0.87991037  0.34846907  0.02260449  0.01022206  0.00010006  0.42884634  0.00925544  1.75263163  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010261  0.00829605  0.31370446  0.87991037  0.34846907  0.02260449  0.01022206  0.00010006  0.42884634  0.00925544  1.75263163  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010234  0.00939781  0.2125815 0.87665271  0.46803259  0.02111663  0.0102667 0.00010006  0.41653877  0.00918837  1.73630005  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001045 0.00921817  0.22961653  0.87852288  0.3548431 0.02265775  0.01031039  0.00010006  0.44116 0.00918596  1.71909133  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010296  0.0090936 0.32530242  0.88409819  0.33872901  0.02249151  0.01027554  0.00010006  0.4319358 0.00931113  1.74705058  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010367  0.00913922  0.25670195  0.87680726  0.38092017  0.02192071  0.01028096  0.00010006  0.4274445 0.00922142  1.74097949  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.32  0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010261  0.00829605  0.31370446  0.87991037  0.34846907  0.02260449  0.01022206  0.00010006  0.42884634  0.00925544  1.75263163  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0109431 0.5709265 0.8850913 0.13611095  0.02093842  0.01001744  0.00010132  0.38135995  0.01016192  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01080324  0.32779455  0.89524108  0.11782687  0.02062877  0.01000624  0.00010027  0.37827892  0.01021821  1.70557094  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0109431 0.5709265 0.8850913 0.13611095  0.02093842  0.01001744  0.00010132  0.38135995  0.01016192  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01111756  0.5709265 0.88810422  0.13611095  0.02075062  0.01001744  0.0001008 0.38135995  0.010182  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01227537  0.47138653  0.88594381  0.17043872  0.01964826  0.01003645  0.00010146  0.35795084  0.01017324  1.70136445  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01200193  0.44458414  0.8850073 0.1666578 0.0201372 0.0100233 0.00010155  0.36963887  0.01019302  1.7047348 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01149052  0.39655085  0.89169689  0.13370639  0.02010944  0.01002099  0.00010099  0.37426716  0.01021123  1.70496287  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01080324  0.32779455  0.89524108  0.11782687  0.02062877  0.01000624  0.00010027  0.37827892  0.01021821  1.70557094  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01106111  0.53111283  0.89216332  0.14054647  0.02056617  0.01001579  0.00010094  0.37803872  0.01019394  1.70605641  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0109431 0.5709265 0.8850913 0.13611095  0.02093842  0.01001744  0.00010132  0.38135995  0.01016192  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01111756  0.5709265 0.88810422  0.13611095  0.02075062  0.01001744  0.0001008 0.38135995  0.010182  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01140091  0.52481131  0.88931888  0.15575634  0.02046438  0.01001824  0.00010116  0.37518559  0.01018713  1.70559898  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01080324  0.39282618  0.89524108  0.11884012  0.02062877  0.01000256  0.00010027  0.37923939  0.01021821  1.71244192  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01008336  0.53000782  0.89149737  0.13604264  0.02115457  0.01000918  0.00010064  0.38701694  0.01017962  1.70507926  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01020577  0.31637057  0.89148537  0.13954845  0.0211965 0.01000564  0.00010022  0.38876778  0.01018936  1.7088797 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01066186  0.55504945  0.8933392 0.13892295  0.02061009  0.01002187  0.0001006 0.38354969  0.01020269  1.70518948  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0112069 0.36789006  0.89181821  0.13871887  0.02039763  0.01001919  0.00010073  0.37898577  0.01020352  1.70573551  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01080324  0.6294623 0.89524108  0.10591671  0.02062877  0.0100091 0.00010027  0.38107628  0.01021821  1.71689863  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01227537  0.47138653  0.88594381  0.17043872  0.01964826  0.01003645  0.00010146  0.35795084  0.01017324  1.70136445  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01134147  0.48609232  0.88863734  0.14298524  0.02022864  0.01002089  0.00010158  0.36941578  0.01018068  1.70572938  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01220532  0.33737018  0.8892659 0.15353955  0.01967036  0.01002682  0.00010121  0.35949597  0.01020217  1.70411025  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01149052  0.39655085  0.89169689  0.13370639  0.02010944  0.01002099  0.00010099  0.37426716  0.01021123  1.70496287  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01106111  0.53111283  0.89216332  0.14054647  0.02056617  0.01001579  0.00010094  0.37803872  0.01019394  1.70605641  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.0109431 0.5709265 0.8850913 0.13611095  0.02093842  0.01001744  0.00010132  0.38135995  0.01016192  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01111756  0.5709265 0.88810422  0.13611095  0.02075062  0.01001744  0.0001008 0.38135995  0.010182  1.70884921  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01176817  0.52720683  0.8915959 0.1497867 0.02004745  0.01003201  0.00010088  0.36869937  0.01019571  1.70428297  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010726  0.01161636  0.81368048  0.89279469  0.14250556  0.02026987  0.0100219 0.00010133  0.37008588  0.01017596  1.70595946  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010808  0.00868887  0.55712196  0.87734804  0.20266579  0.02049396  0.01003249  0.00010006  0.44064969  0.00832407  1.78499305  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00013469  0.01137206  1.54408885  0.81232996  0.1616623 0.01753273  0.01089402  0.00010006  0.42974894  0.00442556  1.78823874  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011326  0.01058685  1.30421184  0.84975794  0.14623051  0.01863749  0.01043457  0.00010006  0.38223932  0.00798682  1.86169589  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00013051  0.01099547  1.58568388  0.84814402  0.12735964  0.01707333  0.01084149  0.00010006  0.37659484  0.00625433  1.82506529  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010405  0.00881434  0.50112044  0.88326743  0.43973565  0.02283018  0.01002672  0.00010006  0.43017493  0.00994646  1.71019672  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010527  0.00871026  0.45853692  0.8918635 0.56795616  0.0232713 0.01001757  0.00010006  0.43798331  0.00997496  1.72128502  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010544  0.00832947  0.48597541  0.89494028  0.58336534  0.02348498  0.01001649  0.00010006  0.44236367  0.01005972  1.7065756 0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001104 0.00832947  0.41630369  0.89494028  0.47767424  0.02348498  0.01001519  0.00010006  0.43901339  0.01005972  1.70159941  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010462  0.00870454  0.51384498  0.88360548  0.48574622  0.02344038  0.0100225 0.00010006  0.43136988  0.01005531  1.72266899  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010192  0.00832947  0.51806272  0.89494028  0.57189718  0.02348498  0.01001629  0.00010006  0.4300346 0.01005972  1.73493029  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010474  0.00856452  0.52995484  0.88807892  0.50427086  0.02342842  0.01002171  0.00010006  0.43485331  0.01004178  1.72536184  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001002 0.00858567  0.52170289  0.88596708  0.48748458  0.02254493  0.01002297  0.00010006  0.4181503 0.00996958  1.70083192  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010194  0.00905011  0.5431513 0.88752921  0.35469934  0.02258436  0.01002384  0.00010006  0.42733539  0.00979623  1.71249311  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.0001023 0.00886414  0.52425764  0.88768794  0.51814046  0.02309893  0.01002091  0.00010006  0.43021245  0.00998291  1.72058814  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010405  0.00881434  0.50112044  0.88326743  0.43973565  0.02283018  0.01002672  0.00010006  0.43017493  0.00994646  1.71019672  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010462  0.00870454  0.51384498  0.88360548  0.48574622  0.02344038  0.0100225 0.00010006  0.43136988  0.01005531  1.72266899  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010441  0.00855481  0.48733633  0.88771925  0.49077991  0.02363428  0.01002311  0.00010006  0.43864976  0.01003667  1.72472174  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010906  0.00806363  0.26969973  0.89202982  0.18703149  0.01941279  0.01260386  0.00010006  0.4317432 0.00879604  1.71708347  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010848  0.00738565  0.30762372  0.84698478  0.18783719  0.01768287  0.01245317  0.00010006  0.43103141  0.00679088  1.73217032  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010906  0.00806363  0.26969973  0.89202982  0.18703149  0.01941279  0.01260386  0.00010006  0.4317432 0.00879604  1.71708347  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011111  0.01007958  0.39199722  0.86992145  0.22747248  0.0182026 0.0123981 0.00010006  0.40644362  0.00776465  1.78275508  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00010848  0.00738565  0.30762372  0.84698478  0.18783719  0.01768287  0.01245317  0.00010006  0.43103141  0.00679088  1.73217032  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
0.321 0.9 0.01  0.4 75  2 100 6 492 2.5 6 0.006 0.00011063  0.01114415  0.22596388  0.86828727  0.20503129  0.01673996  0.01256388  0.00010006  0.3901782 0.00746108  1.76270086  0.1 0.001 0.4 0.25  4 0.04999182  0.0001  0.0001  0.02651949  0.02614681  1
